SCHOOL_ENROLLMENT_ID,CENSUS_YEAR,CENSUS_SUBDIVISION_ID,SCHOOL_NAME,SCHOOL_DISTRICT,ELEMENTARY_SCHOOL_ENROLLMENT,SECONDARY_SCHOOL_ENROLLMENT,SCHOOL_YEAR_PERIOD,DATA_PUBLICATION_YEAR,LATITUDE,LONGITUDE
815,2016,5915022,Charles Dickens Annex,Vancouver,117,0,2016/2017,2017,49.25021,-123.082852
816,2016,5915029,Lord Tweedsmuir Elementary,New Westminster,363,0,2016/2017,2017,49.205951,-122.942505
817,2016,5915029,New Westminster Secondary,New Westminster,0,1901,2016/2017,2017,49.214888,-122.928703
818,2016,5915029,POWER Alternate Secondary School,New Westminster,0,71,2016/2017,2017,49.200183,-122.915442
819,2016,5915029,Purpose Independent Secondary School,New Westminster,0,75,2016/2017,2017,49.202285,-122.911022
820,2016,5915029,Queen Elizabeth Elementary,New Westminster,410,0,2016/2017,2017,49.184328,-122.943198
821,2016,5915029,Queensborough Middle School,New Westminster,198,60,2016/2017,2017,49.185364,-122.940673
822,2016,5915029,Richard McBride Elementary,New Westminster,434,0,2016/2017,2017,49.226866,-122.898667
823,2016,5915029,Royal City Alternate Program,New Westminster,0,30,2016/2017,2017,49.204146,-122.911324
824,2016,5915029,Sigma,New Westminster,0,85,2016/2017,2017,49.214888,-122.928703
825,2016,5915029,Urban Academy,New Westminster,132,22,2016/2017,2017,49.207934,-122.906933
826,2016,5915029,Vancouver International College,New Westminster,0,49,2016/2017,2017,49.212903,-122.920739
827,2016,5915025,Alpha Alternate Secondary Program,Burnaby,0,5,2016/2017,2017,49.275538,-123.00032
828,2016,5915025,Alpha Secondary,Burnaby,0,1032,2016/2017,2017,49.275538,-123.00032
829,2016,5915025,Armstrong Elementary,Burnaby,389,0,2016/2017,2017,49.233919,-122.907447
830,2016,5915025,Aubrey Elementary,Burnaby,383,0,2016/2017,2017,49.274541,-122.977036
831,2016,5915025,BC Provincial School for the Deaf Elem,Burnaby,49,0,2016/2017,2017,49.2166,-123.004079
832,2016,5915025,BC Provincial School for the Deaf Sec,Burnaby,0,45,2016/2017,2017,49.214889,-122.985021
833,2016,5915025,Brantford Elementary,Burnaby,353,0,2016/2017,2017,49.224899,-122.967727
834,2016,5915025,Brentwood Park Elementary,Burnaby,478,0,2016/2017,2017,49.271421,-122.992215
835,2016,5915025,Buckingham Elementary,Burnaby,228,0,2016/2017,2017,49.232987,-122.955919
836,2016,5915025,Burnaby Central Secondary,Burnaby,0,1458,2016/2017,2017,49.240899,-122.976164
837,2016,5915025,Burnaby Continuing Education,Burnaby,0,261,2016/2017,2017,49.248461,-122.98707
838,2016,5915025,Burnaby Montessori School,Burnaby,10,0,2016/2017,2017,49.249093,-122.974761
839,2016,5915025,Burnaby Mountain Secondary,Burnaby,0,1454,2016/2017,2017,49.255978,-122.910054
840,2016,5915025,Burnaby North Secondary,Burnaby,0,1786,2016/2017,2017,49.278611,-122.971218
841,2016,5915025,Burnaby Online Program,Burnaby,17,1198,2016/2017,2017,49.232883,-122.91599
842,2016,5915025,Burnaby South Alternate Secondary Prg,Burnaby,0,20,2016/2017,2017,49.214889,-122.985021
843,2016,5915025,Burnaby South Secondary,Burnaby,0,1751,2016/2017,2017,49.214889,-122.985021
844,2016,5915025,Byrne Creek Community School,Burnaby,0,1027,2016/2017,2017,49.208875,-122.94953
845,2016,5915025,Cameron Elementary,Burnaby,402,0,2016/2017,2017,49.25228,-122.900661
846,2016,5915025,Royal Oak Secondary Program,Burnaby,0,18,2016/2017,2017,49.248461,-122.98707
847,2016,5915025,Capitol Hill Elementary,Burnaby,359,0,2016/2017,2017,49.280873,-122.980888
848,2016,5915025,Cariboo Hill Alternate Secondary Program,Burnaby,0,30,2016/2017,2017,49.232883,-122.91599
849,2016,5915025,Cariboo Hill Secondary,Burnaby,0,613,2016/2017,2017,49.232883,-122.91599
850,2016,5915025,Carver Christian High School,Burnaby,45,279,2016/2017,2017,49.236136,-122.900027
851,2016,5915025,Cascade Heights Elementary,Burnaby,437,0,2016/2017,2017,49.245732,-123.019846
852,2016,5915025,Chaffey-Burke Elementary,Burnaby,520,0,2016/2017,2017,49.234147,-123.006176
853,2016,5915025,Clinton Elementary,Burnaby,312,0,2016/2017,2017,49.212932,-122.978187
854,2016,5915025,Confederation Park Elementary,Burnaby,222,0,2016/2017,2017,49.282793,-122.996443
855,2016,5915025,Deer Lake SDA School,Burnaby,161,114,2016/2017,2017,49.241798,-122.983037
856,2016,5915025,Douglas Road Elementary,Burnaby,250,0,2016/2017,2017,49.248893,-122.980657
857,2016,5915025,Ecole Inman Elementary,Burnaby,390,0,2016/2017,2017,49.238795,-123.016568
858,2016,5915025,Ecole Seaforth Elementary,Burnaby,502,0,2016/2017,2017,49.250929,-122.93571
859,2016,5915025,Edmonds Community,Burnaby,288,0,2016/2017,2017,49.222271,-122.940323
860,2016,5915025,Forest Grove Elementary,Burnaby,305,0,2016/2017,2017,49.264235,-122.916291
861,2016,5915025,Fraser Park Secondary Program (Open),Burnaby,0,6,2016/2017,2017,49.185823,-122.989882
862,2016,5915025,Fraser Park Secondary Program (Secure),Burnaby,0,22,2016/2017,2017,49.185823,-122.989882
863,2016,5915025,Gilmore Community Elementary,Burnaby,364,0,2016/2017,2017,49.284225,-123.014087
864,2016,5915025,Gilpin Elementary,Burnaby,231,0,2016/2017,2017,49.243808,-122.984565
865,2016,5915025,Glenwood Elementary,Burnaby,94,0,2016/2017,2017,49.205948,-122.979773
866,2016,5915025,Holy Cross Elementary School,Burnaby,249,0,2016/2017,2017,49.271457,-122.992119
867,2016,5915025,John Knox Christian School,Burnaby,405,0,2016/2017,2017,49.226466,-122.920753
868,2016,5915025,Kitchener Elementary,Burnaby,294,0,2016/2017,2017,49.272513,-123.014313
869,2016,5915025,Lakeview Elementary,Burnaby,274,0,2016/2017,2017,49.229641,-122.945142
870,2016,5915025,Lochdale Community,Burnaby,301,0,2016/2017,2017,49.273354,-122.959192
871,2016,5915025,Lyndhurst Elementary,Burnaby,99,0,2016/2017,2017,49.258893,-122.895635
872,2016,5915025,Maples Secondary School,Burnaby,0,4,2016/2017,2017,49.253121,-123.004399
873,2016,5915025,Marlborough Elementary,Burnaby,933,0,2016/2017,2017,49.229781,-122.991466
874,2016,5915025,Maywood Community School,Burnaby,435,0,2016/2017,2017,49.222006,-123.000261
875,2016,5915034,Mediated Learning Academy,Burnaby,50,59,2016/2017,2017,49.268233,-122.891066
876,2016,5915025,Montecito Elementary,Burnaby,258,0,2016/2017,2017,49.264311,-122.953343
877,2016,5915025,Morley Elementary,Burnaby,345,0,2016/2017,2017,49.225962,-122.957443
878,2016,5915025,Moscrop Secondary,Burnaby,0,1431,2016/2017,2017,49.243029,-123.004465
879,2016,5915025,Nelson Elementary,Burnaby,348,0,2016/2017,2017,49.215732,-122.994865
880,2016,5915025,Our Lady of Mercy,Burnaby,234,0,2016/2017,2017,49.214283,-122.936402
881,2016,5915025,Parkcrest Elementary,Burnaby,181,0,2016/2017,2017,49.26801,-122.976294
882,2016,5915025,Prov Oral Program Deaf/Hard of Hearing,Burnaby,0,20,2016/2017,2017,49.214889,-122.985021
883,2016,5915025,Rosser Elementary,Burnaby,135,0,2016/2017,2017,49.28287,-123.006538
884,2016,5915025,Second Street Community,Burnaby,330,0,2016/2017,2017,49.227622,-122.928091
885,2016,5915025,South Slope Elementary,Burnaby,225,0,2016/2017,2017,49.2166,-123.004079
886,2016,5915025,Sperling Elementary,Burnaby,509,0,2016/2017,2017,49.263919,-122.964577
887,2016,5915025,St Francis de Sales,Burnaby,251,0,2016/2017,2017,49.220185,-122.965612
888,2016,5915025,St Helen's,Burnaby,361,0,2016/2017,2017,49.283791,-123.018675
889,2016,5915025,St Michaels,Burnaby,232,0,2016/2017,2017,49.235708,-122.895797
890,2016,5915025,St Thomas More Collegiate,Burnaby,0,675,2016/2017,2017,49.215483,-122.938618
891,2016,5915025,Stoney Creek Elementary,Burnaby,259,0,2016/2017,2017,49.258758,-122.904558
892,2016,5915025,Stride Avenue Community School,Burnaby,288,0,2016/2017,2017,49.211434,-122.955076
893,2016,5915025,Suncrest Elementary,Burnaby,283,0,2016/2017,2017,49.214852,-123.018443
894,2016,5915025,Taylor Park Elementary,Burnaby,586,0,2016/2017,2017,49.206941,-122.960463
895,2016,5915025,Twelfth Avenue Elementary,Burnaby,300,0,2016/2017,2017,49.217455,-122.934961
896,2016,5915025,University Highlands Elementary,Burnaby,245,0,2016/2017,2017,49.278249,-122.90882
897,2016,5915025,Westridge Elementary,Burnaby,280,0,2016/2017,2017,49.279545,-122.962395
898,2016,5915025,Whytecliff Agile Learning Centre-Burnaby,Burnaby,0,20,2016/2017,2017,49.253747,-123.02346
899,2016,5915025,Windsor Elementary,Burnaby,212,0,2016/2017,2017,49.222002,-122.973809
900,2016,5915075,Albion Elementary,Maple Ridge-Pitt Meadows,572,0,2016/2017,2017,49.184223,-122.556901
901,2016,5915075,Alexander Robinson Elementary,Maple Ridge-Pitt Meadows,565,0,2016/2017,2017,49.217429,-122.561332
902,2016,5915075,Alouette Elementary,Maple Ridge-Pitt Meadows,443,0,2016/2017,2017,49.22975,-122.607618
903,2016,5915075,Blue Mountain Elementary,Maple Ridge-Pitt Meadows,269,0,2016/2017,2017,49.22871,-122.534996
904,2016,5915075,Continuing Ed SD 42,Maple Ridge-Pitt Meadows,0,287,2016/2017,2017,49.214894,-122.651894
905,2016,5915070,Davie Jones Elementary,Maple Ridge-Pitt Meadows,366,0,2016/2017,2017,49.221176,-122.683721
906,2016,5915075,District 42 Alternative Secondary,Maple Ridge-Pitt Meadows,1,119,2016/2017,2017,49.236001,-122.579357
907,2016,5915070,Edith McDermott Elementary,Maple Ridge-Pitt Meadows,318,0,2016/2017,2017,49.223876,-122.680664
908,2016,5915075,Environmental School Project,Maple Ridge-Pitt Meadows,88,0,2016/2017,2017,49.221878,-122.605872
909,2016,5915075,Eric Langton Elementary,Maple Ridge-Pitt Meadows,422,0,2016/2017,2017,49.222976,-122.597689
910,2016,5915075,Fairview Elementary,Maple Ridge-Pitt Meadows,288,0,2016/2017,2017,49.224327,-122.650466
911,2016,5915075,Garibaldi Secondary,Maple Ridge-Pitt Meadows,0,748,2016/2017,2017,49.220303,-122.534991
912,2016,5915075,Glenwood Elementary,Maple Ridge-Pitt Meadows,328,0,2016/2017,2017,49.221991,-122.628242
913,2016,5915075,Golden Ears Elementary,Maple Ridge-Pitt Meadows,489,0,2016/2017,2017,49.216543,-122.581546
914,2016,5915075,Hammond Elementary,Maple Ridge-Pitt Meadows,421,0,2016/2017,2017,49.212315,-122.658487
915,2016,5915075,Harry Hooge Elementary,Maple Ridge-Pitt Meadows,430,0,2016/2017,2017,49.225296,-122.584758
916,2016,5915070,Highland Park Elementary,Maple Ridge-Pitt Meadows,305,0,2016/2017,2017,49.226148,-122.696234
917,2016,5915075,James Cameron School,Maple Ridge-Pitt Meadows,33,0,2016/2017,2017,49.221494,-122.659663
918,2016,5915075,Kanaka Creek Elementary,Maple Ridge-Pitt Meadows,617,0,2016/2017,2017,49.204026,-122.572935
919,2016,5915075,Laity View Elementary,Maple Ridge-Pitt Meadows,685,0,2016/2017,2017,49.226337,-122.638801
920,2016,5915075,Maple Ridge Christian School,Maple Ridge-Pitt Meadows,202,81,2016/2017,2017,49.223304,-122.656674
921,2016,5915075,Maple Ridge Elementary,Maple Ridge-Pitt Meadows,395,0,2016/2017,2017,49.212731,-122.644632
922,2016,5915075,Maple Ridge Secondary,Maple Ridge-Pitt Meadows,0,1317,2016/2017,2017,49.22423,-122.614027
923,2016,5915075,Meadow Montessori,Maple Ridge-Pitt Meadows,36,0,2016/2017,2017,49.20937,-122.649678
924,2016,5915075,Meadowridge School,Maple Ridge-Pitt Meadows,305,228,2016/2017,2017,49.224393,-122.557113
925,2016,5915075,Outreach Alternate Secondary,Maple Ridge-Pitt Meadows,0,131,2016/2017,2017,49.22423,-122.614027
926,2016,5915070,Pitt Meadows Elementary,Maple Ridge-Pitt Meadows,583,0,2016/2017,2017,49.219414,-122.689678
927,2016,5915070,Pitt Meadows Secondary,Maple Ridge-Pitt Meadows,0,866,2016/2017,2017,49.21436,-122.682736
928,2016,5915075,Samuel Robertson Technical Secondary,Maple Ridge-Pitt Meadows,0,785,2016/2017,2017,49.192059,-122.542522
929,2016,5915075,SD 42 Connected Learning Community,Maple Ridge-Pitt Meadows,19,297,2016/2017,2017,49.214894,-122.651894
930,2016,5915075,St Patrick's,Maple Ridge-Pitt Meadows,267,0,2016/2017,2017,49.222364,-122.596191
931,2016,5915075,Thomas Haney Centre,Maple Ridge-Pitt Meadows,0,1144,2016/2017,2017,49.212906,-122.585295
932,2016,5915075,Webster's Corners Elementary,Maple Ridge-Pitt Meadows,202,0,2016/2017,2017,49.220416,-122.513724
933,2016,5915075,Westview Secondary,Maple Ridge-Pitt Meadows,0,765,2016/2017,2017,49.223448,-122.642436
934,2016,5915075,Whonnock Elementary,Maple Ridge-Pitt Meadows,294,0,2016/2017,2017,49.205683,-122.460968
935,2016,5915075,Yennadon Elementary,Maple Ridge-Pitt Meadows,574,0,2016/2017,2017,49.234814,-122.575239
936,2016,5915034,Alderson Elementary,Coquitlam,193,0,2016/2017,2017,49.238748,-122.875944
937,2016,5915038,Anmore Elementary,Coquitlam,146,0,2016/2017,2017,49.311752,-122.857979
938,2016,5915039,Archbishop Carney Regional Secondary,Coquitlam,0,557,2016/2017,2017,49.258435,-122.751692
939,2016,5915043,Aspenwood Elementary,Coquitlam,514,0,2016/2017,2017,49.302263,-122.829623
940,2016,5915034,Baker Drive Elementary,Coquitlam,234,0,2016/2017,2017,49.268419,-122.824705
941,2016,5915034,Banting Middle School,Coquitlam,363,186,2016/2017,2017,49.264255,-122.877102
942,2016,5915039,Birchland Elementary,Coquitlam,180,0,2016/2017,2017,49.268955,-122.7512
943,2016,5915039,Blakeburn Elementary,Coquitlam,375,0,2016/2017,2017,49.26333,-122.742254
944,2016,5915034,Bramblewood Elementary,Coquitlam,310,0,2016/2017,2017,49.297513,-122.81225
945,2016,5915039,British Columbia Christian Academy,Coquitlam,186,136,2016/2017,2017,49.279907,-122.743584
946,2016,5915034,Cape Horn Elementary,Coquitlam,231,0,2016/2017,2017,49.234431,-122.836763
947,2016,5915039,Castle Park Elementary,Coquitlam,332,0,2016/2017,2017,49.233084,-122.78564
948,2016,5915039,Cedar Drive Elementary,Coquitlam,269,0,2016/2017,2017,49.270723,-122.739928
949,2016,5915034,Centennial School,Coquitlam,0,1323,2016/2017,2017,49.252446,-122.846593
950,2016,5915039,Central Elementary,Coquitlam,301,0,2016/2017,2017,49.256064,-122.78104
951,2016,5915034,Children of Integrity Montessori,Coquitlam,59,0,2016/2017,2017,49.273372,-122.821072
952,2016,5915039,Citadel Middle School,Coquitlam,280,110,2016/2017,2017,49.236894,-122.776467
953,2016,5915034,Como Lake Middle School,Coquitlam,191,99,2016/2017,2017,49.251481,-122.861738
954,2016,5915034,Continuing Ed SD 43,Coquitlam,0,449,2016/2017,2017,49.243158,-122.839122
955,2016,5915034,Coquitlam Alternate Basic Education,Coquitlam,0,169,2016/2017,2017,49.256183,-122.854711
956,2016,5915034,Coquitlam College - Brookmere Secondary,Coquitlam,0,129,2016/2017,2017,49.251118,-122.891395
957,2016,5915034,Coquitlam Open Learning 10-12,Coquitlam,0,834,2016/2017,2017,49.240531,-122.854078
958,2016,5915039,Coquitlam River Elementary,Coquitlam,250,0,2016/2017,2017,49.287836,-122.767157
959,2016,5915034,Dr Charles Best Secondary,Coquitlam,0,1406,2016/2017,2017,49.263229,-122.820374
960,2016,5915038,Eagle Mountain Middle School,Coquitlam,372,198,2016/2017,2017,49.302341,-122.839915
961,2016,5915034,Eagle Ridge Elementary,Coquitlam,393,0,2016/2017,2017,49.285355,-122.817743
962,2016,5915034,Ecole Porter Street Elementary,Coquitlam,379,0,2016/2017,2017,49.261691,-122.863281
963,2016,5915034,Encompass 10-12,Coquitlam,0,74,2016/2017,2017,49.251389,-122.849407
964,2016,5915034,Encompass K-9,Coquitlam,91,22,2016/2017,2017,49.251389,-122.849407
965,2016,5915034,Glen Elementary,Coquitlam,477,0,2016/2017,2017,49.282637,-122.790056
966,2016,5915043,Glenayre Elementary,Coquitlam,426,0,2016/2017,2017,49.274539,-122.888376
967,2016,5915034,Gleneagle Secondary,Coquitlam,0,1332,2016/2017,2017,49.283964,-122.809362
968,2016,5915034,Hampton Park Elementary,Coquitlam,330,0,2016/2017,2017,49.310567,-122.787433
969,2016,5915034,Harbour View Elementary,Coquitlam,280,0,2016/2017,2017,49.268376,-122.860263
970,2016,5915039,Hazel Trembath Elementary,Coquitlam,157,0,2016/2017,2017,49.237989,-122.783264
971,2016,5915043,Heritage Mountain Elementary,Coquitlam,373,0,2016/2017,2017,49.295106,-122.833205
972,2016,5915043,Heritage Woods Secondary,Coquitlam,0,1372,2016/2017,2017,49.298453,-122.843036
973,2016,5915034,Hillcrest Middle School,Coquitlam,360,200,2016/2017,2017,49.261638,-122.835378
974,2016,5915039,Hope Lutheran Christian School,Coquitlam,283,46,2016/2017,2017,49.27021,-122.764467
975,2016,5915034,Inquiry Hub,Coquitlam,0,62,2016/2017,2017,49.240531,-122.854078
976,2016,5915039,Irvine Elementary,Coquitlam,424,0,2016/2017,2017,49.281799,-122.761624
977,2016,5915039,James Park Elementary,Coquitlam,309,0,2016/2017,2017,49.265142,-122.763004
978,2016,5915039,Kilmer Elementary,Coquitlam,307,0,2016/2017,2017,49.243951,-122.771842
979,2016,5915039,Kwayhquitlum Middle School,Coquitlam,470,227,2016/2017,2017,49.272195,-122.770347
980,2016,5915034,Leigh Elementary,Coquitlam,496,0,2016/2017,2017,49.286651,-122.750331
981,2016,5915034,LINC-CLC,Coquitlam,0,48,2016/2017,2017,49.243158,-122.839122
982,2016,5915034,Lord Baden-Powell Elementary,Coquitlam,213,0,2016/2017,2017,49.248238,-122.873018
983,2016,5915034,Maillard Middle School,Coquitlam,247,136,2016/2017,2017,49.244984,-122.855196
984,2016,5915039,Maple Creek Middle School,Coquitlam,351,197,2016/2017,2017,49.278405,-122.781994
985,2016,5915039,Mary Hill Elementary,Coquitlam,321,0,2016/2017,2017,49.250756,-122.775696
986,2016,5915034,Meadowbrook Elementary,Coquitlam,175,0,2016/2017,2017,49.266897,-122.799157
987,2016,5915034,Miller Park Community School,Coquitlam,236,0,2016/2017,2017,49.265822,-122.87887
988,2016,5915039,Minnekhada Middle School,Coquitlam,285,149,2016/2017,2017,49.274775,-122.75152
989,2016,5915034,Montgomery Middle School,Coquitlam,197,115,2016/2017,2017,49.244677,-122.841376
990,2016,5915043,Moody Elementary,Coquitlam,188,0,2016/2017,2017,49.276639,-122.852078
991,2016,5915043,Moody Middle School,Coquitlam,179,100,2016/2017,2017,49.276559,-122.840149
992,2016,5915043,Mountain Meadows Elementary,Coquitlam,217,0,2016/2017,2017,49.290107,-122.82276
993,2016,5915034,Mountain View Elementary,Coquitlam,156,0,2016/2017,2017,49.260024,-122.879103
994,2016,5915034,Mundy Road Elementary,Coquitlam,196,0,2016/2017,2017,49.248987,-122.83427
995,2016,5915034,Nestor Elementary,Coquitlam,468,0,2016/2017,2017,49.289965,-122.778509
996,2016,5915034,Our Lady of Fatima,Coquitlam,375,0,2016/2017,2017,49.242383,-122.87767
997,2016,5915039,Our Lady of the Assumption,Coquitlam,243,0,2016/2017,2017,49.26932,-122.776485
998,2016,5915034,Panorama Heights Elementary,Coquitlam,493,0,2016/2017,2017,49.299846,-122.800324
999,2016,5915034,Parkland Elementary,Coquitlam,270,0,2016/2017,2017,49.261628,-122.848494
1000,2016,5915034,Pinetree Secondary,Coquitlam,0,1481,2016/2017,2017,49.290976,-122.791605
1001,2016,5915034,Pinetree Way Elementary,Coquitlam,311,0,2016/2017,2017,49.300166,-122.785353
1002,2016,5915039,Pitt River Middle School,Coquitlam,331,151,2016/2017,2017,49.25444,-122.775247
1003,2016,5915043,Pleasantside Elementary,Coquitlam,166,0,2016/2017,2017,49.294264,-122.855759
1004,2016,5915043,Port Moody Secondary,Coquitlam,0,1204,2016/2017,2017,49.27507,-122.866688
1005,2016,5915034,Queen of All Saints Elementary,Coquitlam,233,0,2016/2017,2017,49.263524,-122.853233
1006,2016,5915034,R C Macdonald Elementary,Coquitlam,136,0,2016/2017,2017,49.245367,-122.823154
1007,2016,5915034,Ranch Park Elementary,Coquitlam,228,0,2016/2017,2017,49.263993,-122.812348
1008,2016,5915039,Riverside Secondary,Coquitlam,0,1431,2016/2017,2017,49.256174,-122.78816
1009,2016,5915034,Riverview Park Elementary,Coquitlam,249,0,2016/2017,2017,49.257111,-122.804883
1010,2016,5915034,Rochester Elementary,Coquitlam,408,0,2016/2017,2017,49.246211,-122.852378
1011,2016,5915034,Roy Stibbs Elementary,Coquitlam,208,0,2016/2017,2017,49.253723,-122.882804
1012,2016,5915034,Scott Creek Middle School,Coquitlam,418,219,2016/2017,2017,49.286003,-122.813018
1013,2016,5915043,Seaview Community School,Coquitlam,209,0,2016/2017,2017,49.280175,-122.875369
1014,2016,5915034,Summit Middle School,Coquitlam,464,233,2016/2017,2017,49.29637,-122.806024
1015,2016,5915034,Suwa'lkh School,Coquitlam,5,49,2016/2017,2017,49.240531,-122.854078
1016,2016,5915039,Terry Fox Secondary,Coquitlam,0,1587,2016/2017,2017,49.263718,-122.748286
1017,2016,5915034,Traditional Learning Academy,Coquitlam,149,39,2016/2017,2017,49.245035,-122.856999
1018,2016,5915034,Tri-Cities Soar,Coquitlam,0,53,2016/2017,2017,49.243158,-122.839122
1019,2016,5915034,Walton Elementary,Coquitlam,568,0,2016/2017,2017,49.289912,-122.796816
1020,2016,5915039,Westwood Elementary,Coquitlam,196,0,2016/2017,2017,49.276849,-122.782109
1021,2016,5915046,Argyle Secondary,North Vancouver,0,1240,2016/2017,2017,49.341659,-123.042541
1022,2016,5915046,Blueridge Elementary,North Vancouver,347,0,2016/2017,2017,49.323938,-123.000363
1023,2016,5915051,Bodwell High School,North Vancouver,0,573,2016/2017,2017,49.314584,-123.100236
1024,2016,5915046,Boundary Elementary,North Vancouver,336,0,2016/2017,2017,49.334154,-123.05235
1025,2016,5915046,Braemar Elementary,North Vancouver,488,0,2016/2017,2017,49.343119,-123.08007
1026,2016,5915046,Brockton Preparatory School,North Vancouver,154,57,2016/2017,2017,49.340483,-123.024237
1027,2016,5915046,Brooksbank Elementary,North Vancouver,387,0,2016/2017,2017,49.31963,-123.046038
1028,2016,5915046,Canyon Heights Elementary,North Vancouver,383,0,2016/2017,2017,49.352782,-123.096417
1029,2016,5915046,Capilano Elementary,North Vancouver,452,0,2016/2017,2017,49.327707,-123.108443
1030,2016,5915046,Carisbrooke Elementary,North Vancouver,345,0,2016/2017,2017,49.342054,-123.062888
1031,2016,5915051,Carson Graham Secondary,North Vancouver,0,1315,2016/2017,2017,49.328828,-123.081541
1032,2016,5915046,Cleveland Elementary,North Vancouver,477,0,2016/2017,2017,49.347135,-123.109798
1033,2016,5915046,Continuing Ed SD 44,North Vancouver,0,13,2016/2017,2017,49.340516,-123.081428
1034,2016,5915046,Cousteau L'Ecole Francaise Interna'le,North Vancouver,120,7,2016/2017,2017,49.342681,-123.045033
1035,2016,5915046,Cove Cliff Elementary,North Vancouver,335,0,2016/2017,2017,49.322864,-122.948125
1036,2016,5915046,Dorothy Lynas Elementary,North Vancouver,543,0,2016/2017,2017,49.320525,-122.960732
1037,2016,5915046,Eastview Elementary,North Vancouver,251,0,2016/2017,2017,49.324932,-123.039875
1038,2016,5915046,Handsworth Secondary,North Vancouver,0,1457,2016/2017,2017,49.351778,-123.100936
1039,2016,5915046,Highlands Elementary,North Vancouver,433,0,2016/2017,2017,49.337961,-123.097914
1040,2016,5915051,Holy Trinity School,North Vancouver,227,0,2016/2017,2017,49.33416,-123.072955
1041,2016,5915046,Kenneth Gordon,North Vancouver,119,59,2016/2017,2017,49.309237,-123.01613
1042,2016,5915051,Larson Elementary,North Vancouver,460,0,2016/2017,2017,49.333335,-123.084568
1043,2016,5915046,Lions Gate Christian Academy,North Vancouver,210,109,2016/2017,2017,49.313708,-122.993998
1044,2016,5915046,Lynn Valley Elementary,North Vancouver,349,0,2016/2017,2017,49.339078,-123.037456
473,2016,5909052,Mountain Elementary,Abbotsford,384,0,2016/2017,2017,49.043344,-122.232878
474,2016,5909052,Mt Lehman Elementary,Abbotsford,163,0,2016/2017,2017,49.118283,-122.38227
475,2016,5909052,Pacific Christian School,Abbotsford,20,7,2016/2017,2017,49.075054,-122.403084
476,2016,5909052,Prince Charles Elementary,Abbotsford,296,0,2016/2017,2017,49.064502,-122.244246
477,2016,5909052,Rick Hansen Secondary,Abbotsford,0,591,2016/2017,2017,49.0676,-122.361169
478,2016,5909052,Robert Bateman Secondary,Abbotsford,0,961,2016/2017,2017,49.068178,-122.253705
479,2016,5909052,Ross Elementary,Abbotsford,215,0,2016/2017,2017,49.047253,-122.403764
480,2016,5909052,Sandy Hill Elementary,Abbotsford,584,0,2016/2017,2017,49.071444,-122.249355
481,2016,5909052,South Poplar Traditional Elementary,Abbotsford,293,0,2016/2017,2017,49.016847,-122.316708
482,2016,5909052,St James,Abbotsford,219,0,2016/2017,2017,49.052375,-122.360079
483,2016,5909052,St John Brebeuf,Abbotsford,0,409,2016/2017,2017,49.052086,-122.360085
484,2016,5909052,Ten Broeck Elementary,Abbotsford,307,0,2016/2017,2017,49.048775,-122.344954
485,2016,5909052,Terry Fox Elementary,Abbotsford,292,0,2016/2017,2017,49.057768,-122.300318
486,2016,5909052,Upper Sumas Elementary,Abbotsford,213,0,2016/2017,2017,49.017118,-122.218695
487,2016,5909052,W J Mouat Secondary,Abbotsford,0,1349,2016/2017,2017,49.058796,-122.330832
488,2016,5909052,West Coast Adventist DL School,Abbotsford,41,46,2016/2017,2017,49.05,-122.283333
489,2016,5909052,William A. Fraser Middle School,Abbotsford,444,269,2016/2017,2017,49.045043,-122.263345
490,2016,5909052,Yale Secondary,Abbotsford,0,1300,2016/2017,2017,49.04837,-122.265779
491,2016,5915001,Advance Alternate,Langley,0,23,2016/2017,2017,49.05385,-122.481178
492,2016,5915001,Aldergrove Christian Academy,Langley,20,2,2016/2017,2017,49.075689,-122.537728
493,2016,5915001,Aldergrove Community Secondary,Langley,0,618,2016/2017,2017,49.05385,-122.481178
494,2016,5915001,Alex Hope Elementary,Langley,598,0,2016/2017,2017,49.156677,-122.636024
495,2016,5915002,Alice Brown Elementary,Langley,230,0,2016/2017,2017,49.082188,-122.668728
496,2016,5915001,Belmont Elementary,Langley,577,0,2016/2017,2017,49.074005,-122.659743
497,2016,5915001,Betty Gilbert Middle,Langley,260,160,2016/2017,2017,49.051781,-122.480366
498,2016,5915002,Blacklock Fine Arts Elementary,Langley,254,0,2016/2017,2017,49.095314,-122.651836
499,2016,5915001,Brookswood Secondary,Langley,0,1120,2016/2017,2017,49.070208,-122.644544
500,2016,5915001,Choices Program,Langley,0,102,2016/2017,2017,49.104445,-122.628956
501,2016,5915001,Coghlan Fundamental Elementary,Langley,230,0,2016/2017,2017,49.082723,-122.513783
502,2016,5915001,Credo Christian Schools,Langley,223,299,2016/2017,2017,49.095755,-122.61797
503,2016,5915001,D W Poppy Secondary,Langley,0,828,2016/2017,2017,49.095366,-122.566041
504,2016,5915001,Dorothy Peacock Elementary,Langley,440,0,2016/2017,2017,49.167822,-122.660291
505,2016,5915002,Douglas Park Community,Langley,227,0,2016/2017,2017,49.100816,-122.651864
506,2016,5915001,Focus Alternate,Langley,0,33,2016/2017,2017,49.10545,-122.628923
507,2016,5915001,Fort Langley Elementary,Langley,260,0,2016/2017,2017,49.164141,-122.582603
